artist,artist_id
Tambino,3KJCSp5rmj3sghXEsrDnO2
Tanya Tagaq,2WIb75pwIt78VCAhAtPObY
Soichi Terada,7nBJ5F2V7hDZE1hhKgqXM9
Martha Skye Murphy,4riGlB4lkpPDgJscJid8FA
Boy Harsher,4iom7VVRU6AHRIu1JUXpLG
Aoife O’Donovan,1f3ubTd6eyxuy30ddDJQQa
Third Eye Blind,6TcnmlCSxihzWOQJ8k0rNS
Pan Daijing,2OA8e1A4qJVqDHbjnc86dR
Cordae,0huGjMyP507tBCARyzSkrv
Panoram,3sc7iUG1Wwpwx7bHeZolgx
Garcia Peoples,4UDV6e9Xh5m3yQeGsrnWLP
Riad Awwad,5rTceXTx2BuVst2E3n8vUb
Bonobo,0cmWgDlu9CwTgxPhf403hb
Seafoam Walls,38sXpZuO83ogEnlGr3zC90
Broken Social Scene,7lOJ7WXyopaxri0dbOiZkd
Anna von Hausswolff,1eiXrvua27VlWgZ9kiaIn6
Warmth,687UOpjghQt4KG3gfqJy5d
Worst Party Ever,2bLENLdxlsq2xbvzMa1SUG
Jasss,61nfVfVKE6JAP2D8R5IK3B
Tran Uy Duc,5YC6fY48HB7QIokxiFAN0B
LUCKI,5tQMB0cuNXdCtzovGt55uD
Caspa,4nMuaJ4kBLDJCRBizNESI6
Angèle,3QVolfxko2UyCOtexhVTli
Ryan Pollie,5cZo7U5yKYEWzcaR8ZKhNw
Majid Jordan,4HzKw8XcD0piJmDrrPRCYk
The Dodos,10tysauSA5JATqniBDu2Ed
Khalid,6LuN9FCkKOj5PcnpouEgny
Tarta Relena,40sPlPGgON8MBAiW4CIFTP
Damon Albarn,0O98jlCaPzvsoei6U5jfEL
Katy B,5EUdiv20t58GCS09VMKk7M
Juice WRLD,4MCBfE4596Uoi2O4DtmEMz
Spacehog,3NZE8jDD2cCzd4vUyZ5CQQ
Rick Ross,1sBkRIssrMs1AbVkOJbc7a
The Band,4vpDg7Y7fU982Ds30zawDA
Aeon Station,1wdfpEI3lo2mInJ3bFh21n
Yukihiro Takahashi,5Rv28BOArteQRhL8YUYgD5
King Sunny Adé,0eatcjNWvGuDEPNnjgPNn1
Big Boi,2ht3wxeT69CzyKFChNnNAB
Michael Hurley,3XHvzfKFZkSXEUiZE4WrIz
You’ll Never Get to Heaven,1tHzhv6nGl2i5ZaSSFiwK7
Cong Josie,2LahT8c9M2CvZooQ2eFlNi
Phil Cook,3pqmhj6H08f5rGsnVroz9E
Marissa Paternoster,5LEhfha5zvv8dj5KvozdjH
No Rome,6auWB5YAlcKaHyrbTH66nd
SeeYouSpaceCowboy,7CFS5X96xBaJft4QdzTTC1
Rx Papi,56gMovAlFdnmrDk2BcfUlJ
Richard and Linda Thompson,4hw4TPMyAzHqNBcWtoDrK5
Wild Up,1b9plAVhVRC1jAV0SQX61l
Flora Yin-Wong,6G9Fk5r3RJUQSpsZWh6g6B
Cynic,5nXldeedEas60jZnMi40p4
Jonny Greenwood,0z9s3P5vCzKcUBSxgBDyLU
Bat Fangs,2D0ve7sq3V8gMiWa5JqTar
Omar Khorshid,1hNBpkDh5MkhoSL1HbAWtj
Tasha,5YxebzzreNswbtYC1td4cx
Lotic,7o2Y6TQr9B0ynZGhUDAkyj
JJJJJerome Ellis,3RYJmTI1Jxf3MfmxsBxWg0
Brian Wilson,4Q82S0VzF8qlCb4PnSDurj
MUNYA,0JnhdXEQfVjoY1OgwTExwO
Body/Dilloway/Head,33vekJ4aNA8wH7RC6yXJrK
Ovlov,2Iy7tZpp5qQudlg5cbcgH8
Diana Ross,3MdG05syQeRYPPcClLaUGl
Parris,5QWrRtvcJ20Q0JUIlqWhml
Apollo Brown,151BUVKmiB9rHDjIkgbeVE
BackRoad Gee,51op6E2hjkeutwFhgw32mL
Portico Quartet,7sYipTRgDXS2JVOPEhRutx
Sloppy Jane,0Vll0SNLozOGHbfHbjY4pv
Leo Nocentelli,7wpiEcyGHoPCwTLtdgx50e
Adele,4dpARuHxo51G3z768sgnrY
Master P,7zICaxnDB9ZprDSiFpvbbW
Converge,7kHzfxMLtVHHb523s43rY1
Robert Plant,1OwarW4LEHnoep20ixRA0y
Aminé,3Gm5F95VdRxW3mqCn8RPBJ
Makthaverskan,57MIstrTi3Sw9J9yJybN0E
Bruno Mars,0du5cEVh5yTK9QJze8zA0C
Lukah,4kXGF3u3kGDHDoLmbdvUzS
MMM,5u42L5Znl7mZDlQlKDl5kq
Lee Ranaldo,4tXPSo0qk91VMP3wFxL0Fo
Doran,3soeHe9tPc7EH3oVrky1ms
Emma Ruth Rundle,34gLicNdz493863yZTanvC
Boz Scaggs,46njgd2Rq9tZc4ZjeQMgbh
Courtney Barnett,4OOlG5eBXSkSAAEeKjJb5Y
Foyer Red,5wKmTXJpyfGPogzkoyrfGF
Dear Laika,5q6Y6IL2jCH7LUcL6z4X0D
Leif,3jzXlBF2157k4exx7idecs
HTRK,06sdJwlggq0PKOe4LPZWCg
Mick Jenkins,1FvjvACFvko2Z91IvDljrx
Xeno & Oaklander,3pMGuYgBWUDurP8HzPrKoI
Model Home,1fyJ8GI7v4dJNeDWFNQ8TE
Shubh Saran,2F9WG9ugzneeesOZfmQ18V
Hyd,0ZXSQd2JNOfwJcLNbX0jpN
Mortiferum,6vhs1oAtSyMHsn9en6BaMD
White Town,1MPcILKoMCJym9KscdYxuM
ABBA,0LcJLqbBmaGUft1e9Mm8HV
Snail Mail,4QkSD9TRUnMtI8Fq1jXJJe
Margo Cilker,5E9q1sbVJ2MCiI8MMdPvj7
Trace Mountains,7sLtFQOS2kTEnMPTFLFU1t
Marissa Nadler,5zjaF8JUdylMWrA7AVo3hJ
Kyary Pamyu Pamyu,7Gh6fW49xfXLP8DTWaLVJP
AK Bandamont,430Zvgtw4i0Ec25Wwe9T2g
Lily Konigsberg,0C0xVsusgtna2fFBSPQzQS
Pelt,1smNHOqVA2rin6rBV9KKFw
Theon Cross,0IFabaHypEH0hMgkx0Gw56
Markus Guentner,7oAt0PRF9B5FCvLzUicTCN
Tonstartssbandht,0ZoYAbDGICaSPSfTTvworW
Mastodon,1Dvfqq39HxvCJ3GvfeIFuT
Grouper,31uyAcnY0kjjKKIQZMKX4i
The F16s,5PVlXEAvlt6SfYpWBYTM4C
Jessica Pavone,5dTY77oUziPu4IyOdv5Cdx
Explosions in the Sky,1uQWmt1OhuHGRKmZ2ZcL6p
Parquet Courts,23NIwARd4vPbxt3wwNnJ6k
The Clash,3RGLhK1IP9jnYFH4BRFJBS
Xenia Rubinos,17UUkxLWmRP5P47W5kwVVb
Dos Santos,12Av6pjGrpX0wfTTyXNsyP
Black Marble,6Nii4K84ZzBZS8X2MP8c9t
UNIIQU3,5aR8qSaApKChlZvzB0Jfpx
Boy Scouts,3Nrfpe0tUJi4K4DXYWgMUX
Kacy Hill,4dYQmk5ma04mZ1KJ9KkAQK
Zack Fox,1UH80jhsYsFztK0anu2FNS
Natalie Hemby,7vCxajHPmtfUUisBDnynrx
Alice Longyu Gao,5HvKzBgj4yphQfBJjBJrhL
Anz,0mXjRSmbTBBoufMmTKuGmv
Charlotte Greve,3j2UtVAHwuHZywdk4zU0vX
Finneas,37M5pPGs6V1fchFJSgCguX
Seal,5GtMEZEeFFsuHY8ad4kOxv
JoJo,3Iq6waFNaQnjLjEjp2l3nc
Violent Femmes,0rpMdBzQXf7aYRnu5fDBJy
Lala Lala,492I2sQFcHDcsZECYX25dE
Bronze Nazareth,4VhYUWpDsLraUG6Sd8g9TF
Don Toliver,4Gso3d4CscCijv0lmajZWs
Soshi Takeda,1ViWSwtEL3r2Xcg30KhD7d
Kowloon Walled City,5nWNvs5gvaHWsai19HTFh9
BADBADNOTGOOD,65dGLGjkw3UbddUg2GKQoZ
Bardo Pond,2ZHNwvYaMbD8zuObAXVHEr
Yikii,0WupbuT0axmYIRMOUtl9Bm
Sugababes,7rZNSLWMjTbwdLNskFbzFf
Nick Zanca,5Z0rvkyPr7nl4A5z7X27RY
Topdown Dialectic,1mIVWsvCacV2Iy8n51qKVi
Kit Sebastian,5GSILaXo4yN4umwJK8eBBY
Richard Youngs,1rMkroCNvGAk4kO6I1j5A3
Black Dice,6xV3tISBQOJ46BJPlC02tX
Ashley Shadow,5RdjQlRaM2PIjLE2tfgHxY
Meek Mill,20sxb77xiYeusSH8cVdatc
Pendant,3Dwfw1WTW4TyJJim9hblas
Big Vic,1DvrPv8LV6ozghbozBKeOY
MC Solaar,3nU8TSIICYDbUqRpJISTRE
Tim Story,6S7EbdcNj5pWjBdeNU0FWc
John Prine,0nJUwPwC9Ti4vvuJ0q3MfT
José González,6xrCU6zdcSTsG2hLrojpmI
---__--___,1qNEp9aZXjuwFFSv7y3xfx
Esperanza Spalding,5bepW5vcdRzheNc0F8lHJ5
Poppy,5mlbvTfWUOfDrUIK6dkNzv
The Ophelias,0Kpf7PvEotzvndPhYwwZzb
Alessia Cara,2wUjUUtkb5lvLKcGKsKqsR
Pearl & the Oysters,7ovvjgqrTeuMxbzIykUqDs
M1llionz,5ZD4VhNTUEnEBTlWQPeyzq
Mickey Guyton,6nfN5B7Jmi853SHa9106Hz
Pastor T. L. Barrett and the Youth for Christ Choir,66l6SXrWHLjXFHfv202kdA
Lewis Taylor,6fnqzS1hvb0HUV5YHIBkAJ
Trashcan Sinatras,0i2IEcWvtHUBYPkYWwCgjC
DJ Stingray 313,7vZgYqMEApgWpMpXMSJj1o
Native Soul,4MH0gUyzYPH8U4bNAPmZeJ
Ozzy Osbourne,6ZLTlhejhndI4Rh53vYhrY
Lawrence English,0V1EXFlRy3LeOKB07YJucI
Injury Reserve,3nf2EaHj8HikLNdaiW3v73
Shackleton,5Mq3CTRRgLcPkMnUue75a3
Laura Nyro,6QDWC6QeGhvCWCv3nUJwoV
Tony Seltzer,3xLOLsGCDyUCj1L9W5fUpl
Lowertown,1yI0RRPnOA9BFJmiZ6cEzw
Hubert Lenoir,0TZ8Slkdu2G6nobZiDsNEj
Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq
Alexis Taylor,0aJPoUxg99e5iOzIdWxpUa
Nick Lowe,3BqaUtuQmqIHg7B5Bc7fP7
The Meters,2JRvXPGWiINrnJljNJhG5s
Bomba Estéreo,5n9bMYfz9qss2VOW89EVs2
Jenevieve,0dUYLC7DLjeS8gIh8cz2Pq
ShooterGang Kony,0dT2U2jUx6OmKlyeQOH8AK
Heartless Bastards,2wwMTLM2da1sa2JcJslf8W
Baby Keem,5SXuuuRpukkTvsLuUknva1
Matthew E. White,58mMrwemoGIcDpvfHe46u4
Lindsey Buckingham,3Dzj993UEz8Z5ovxuirzFO
Bobbie Gentry,4E9w0bms6HcEppFlWjeW2d
Low,0wz0jO9anccPzH04N7FLBH
Space Afrika,6cU1HCzqStKzT3NUuaaCO5
LANY,49tQo2QULno7gxHutgccqF
Imagine Dragons,53XhwfbYqKCa1cC15pYq2q
DJ Seinfeld,37YzpfBeFju8QRZ3g0Ha1Q
Grip,4Ew8VmfE06siL2THiMBwPP
Erykah Badu,7IfculRW2WXyzNQ8djX8WX
Suuns,4IlxNXnoxozJzf1tZGIIDB
Chubby and the Gang,54owRfib7AwmLx1OEM1Apd
Iron Maiden,6mdiAmATAx73kdxrNrnlao
Aztec Camera,7sbwBqdkynNUDgiWU3TQ5J
Moritz Von Oswald Trio,2yRfLXpz7uqOPvmpMdBqL2
Chvrches,3CjlHNtplJyTf9npxaPl5w
Big Red Machine,7gXy60xRcwYujBFoYHnR2O
The Beach Boys,3oDbviiivRWhXwIE8hxkVV
Ænigmatum,6hPzHetCWPHhweQC0q9E4E
Vivien Goldman,5qS1FvS2piwbC0YMEkXz0z
OhGeesy,3ppQEG71r7jVpI8RudzycF
Martha Wainwright,67pQ8Yr09zDDzzwWw3EG9R
The Cranberries,7t0rwkOPGlDPEhaOcVtOt9
Supergrass,0sHeX8oQ6o7xic3wMf4NBU
Bendik Giske,0IbWsSdsJyNM0I2cVMsl0K
Breeze,5Rp3IEFrKbq1sCRWez5XoE
Shannon and the Clams,6A5Ns1SpGWTt8SzXPwiqVE
Nite Jewel,3sjtmLaxBX2uQypDRE3IlN
Bear1Boss,6Cd6nNgWZWZrlfrc4q0qJD
"quickly, quickly",5XTn5Az9AcSKu0oaauC5ES
James McMurtry,52BKc9OtCbQstAAPTIvLGH
dvsn,7e1ICztHM2Sc4JNLxeMXYl
Ora Clementi,4LUrVgUfzL8ozLaZLSEmkE
Wolves in the Throne Room,5lqyPWmAivV75tII5Vxpet
Morly,25IpNXDRxJS38E2rLJeCF3
Sierra Ferrell,3oVcF3VdpMuvMvLLyHPT4t
Provoker,62s5q1tm3UAcRnbGY9CCI9
$uicideboy$,1VPmR4DJC1PlOtd0IADAO0
Sturgill Simpson,3vDpQbGnzRbRVirXlfQagB
Abstract Mindstate,3WvsyFdCcS1E1ITmtYXGyG
Equiknoxx,6FbXoMCYyZ0YgBY8CzrlS6
Carmen Q. Rothwell,3gIcOkO2AmfH34rmPfXBct
Sarz,408vMm7y1227ASq7GmWygZ
A Great Big Pile of Leaves,3bTTtdHi2gxhc8O68LNXXB
Joy Orbison,0aIpJqqTLf683ojWREc5lg
The Gun Club,3Un18X4NF1bpjgUk44lUzn
The Killers,0C0XlULifJtAgn6ZNCW2eu
Alvin Curran,6ywzDJKoA3PbCiD16Vh1hI
Johnny Football Hero,3zNm8P623yxbD4xtIGejTB
Damon & Naomi,6G9fFcgoCm8I7nkYMul4sE
Dām Funk,1AEcpjnSCmm53IBZQo3g9z
Lingua Ignota,3Q2RrKEOBdkWI2MJQgdt84
ME REX,4i3bRgGFFhxCNJg4xURPJm
Liars,2z78AlkdwE2Ghj9EB50M6z
Los Lobos,6OWapcJm9xd55ci9CYbAuT
Bloodslide,0EyZDKtc41e4A3a3v69MxD
Jana Rush,0wJyMhSanZRw2cEA6cx503
Anne-Marie,1zNqDE7qDGCsyzJwohVaoX
Laura Stevenson,1lVadNivMiSkc2N6irhWdg
Kississippi,6t0a2t1BXxTQvAkxReClPm
Alexis Marshall,3LWd0AXTUoiJeBTM0DOLhM
Descendents,1FGH4Bh7g9W6V4fUcKZWp5
Meljoann,07UZ44ZNlh6DxdOMyWuJa8
Les Filles de Illighadad,45EoOvcenErsYkaJUnqjJv
Cookiee Kawaii,0DbBBj0ScPumRqKXswGQH1
Yes/And,3eeGgUP0pVi7bxVdNUbzc7
Sonny and the Sunsets,67zR9a98QqWJwpO7wBrGog
Isaiah Rashad,6aaMZ3fcfLv4tEbmY7bjRM
Dot Allison,69IZoi4l9e7KcUpbgP9K7e
Horsey,3ey9OSASkq8HNPh0u7jjfO
Lantlôs,1cbBzQxiKcZCsit68iTbTJ
King Woman,4C20AUsp5T2VNHmzSTSzYn
DC Talk,1zK4ACgLi1lVPpfmmcwOTh
Peppa Pig,2gJLanGIV9JqQuKBCWy9ZG
Altin Gün,37PL04N8kBWWW69jdrMMWT
Shirley Collins,5rilpZJIb2NWJZVGtCdg6u
Yung Bleu,3KNIG74xSTc3dj0TRy7pGX
Ruth Mascelli,6wPVVMuhVWvJFrfBoiX0Zr
Maxine Funke,2WvBnOk0Lp8xjzFiIaOTO1
Anika,0IF3ewdvS7h9Wu3gDgV3fi
Dave,2TI7qyDE0QfyOlnbtfDo7L
Peyton,62uiaKAdkbY94iXJnXyKzc
Taphari,63UQ2QgReh5zLlppSMZB67
Lightman Jarvis Ecstatic Band,2vAyB8ZkJe6do0JsLIwN1x
Diddy - Dirty Money,2QYEvpsWUOjqaYuxDPTCmV
Stone Temple Pilots,2UazAtjfzqBF0Nho2awK4z
Snoh Aalegra,1A9o3Ljt67pFZ89YtPPL5X
Bobby Gillespie,77aJXR27gzqvC7CEko5h3o
Remble,65s98MYZ4xFpgKlUYS5XKw
Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj
Jodi,5ZTJEC2UH1RXQT9K1mDCJ3
The Flaming Lips,16eRpMNXSQ15wuJoeqguaB
Rey Sapienz,41uwLxiotuUUz5IlsagSCl
Jxdn,6Y64EaNqpqcZYTgs4c76gF
Flight Mode,4tRRuMecJLgW206fzp5Wu9
Annie Lennox,5MspMQqdVbdwP6ax3GXqum
Connan Mockasin,247AfC9pLuqwgpH8Mo96oA
John Mayer,0hEurMDQu99nJRq8pTxO14
Tim Reaper,03KZUWKQujlCcgEdcrkvWd
A Place to Bury Strangers,3kx1S2P2Qq3a9bG4DGsAjR
Antiguo Autómata Mexicano,1DrRtaVEJaulXd9SelnyTh
Olamide,4ovtyvs7j1jSmwhkBGHqSr
Ripatti,1iOOfdzWbzWzT0oVIsa8Ag
Ski Mask the Slump God,2rhFzFmezpnW82MNqEKVry
Lightning Bug,14Fd3BXAV8ipHmfQoGNIj4
The Goon Sax,7qtF58vGfOhD4z3yzrD9PD
Charlotte Day Wilson,3GQboECxDT1xqPPWC30p7v
Koreless,3TsEEdpuuCN1G0dPxV4uOA
Surf Gang,0rTeZQSxEg1XzZ1dFz6Moz
Quivers,0YUqHKQEwFgGaDVSaHTS55
At the Gates,6YXarbjg36ODFPez0PnOlD
LoneLady,0BwRrZKiv4NIiVcLgONuOh
Justine Skye,0jUQSUOcM7lxVn5eVGTkzQ
Hailu Mergia,0rsN9DKQhTCvkgbByOOBIm
The Go! Team,6veTV9sF06FBf2KN0xAdvo
Birds of Maya,2cOMs1YerprZJ15SDrESaQ
Ambar Lucid,4nzV0hThyodYzrwksnS86G
HRSMN,7bIhqt1OIDzO4NXVCYNtzd
Bfb Da Packman,3C1bStPNVIPmGIrORT5OlF
Cold Cave,1ssulsHf3JrWakLxa8yFad
Liila,1ON7c4Ak8zPGZ1Zf3oG1f0
Maple Glider,1Y3IqLN3JkfppIbJG2IWHk
Hiatus Kaiyote,43JlwunhXm1oqdKyOa2Z9Y
Billy Joel,6zFYqv1mOsgBRQbae3JJ9e
Modest Mouse,1yAwtBaoHLEDWAnWR87hBT
Gaspard Augé,1xiaqHkrYo04iuDw2h7kft
Eli Keszler,2YfqCdQFDp4c0s8F5Lkk4z
Catch Prichard,4fGnksIEapOHDbvWOYPCW5
Faith Coloccia,4SUna3L8jGfb1f09ookVlK
H.E.R.,3Y7RZ31TRPVadSFVy1o8os
Phosphorescent,57kIMCLPgkzQlXjblX7XXP
Amythyst Kiah,1lhaaKpTyXOnjp79M3xYBl
TWICE,7n2Ycct7Beij7Dj7meI4X0
TIBSLC,3lnTHjTdTZvDVQWQWRAoWZ
Suzanne Kraft,1FTn5osUbCr8n7WgYmbK5m
Angélique Kidjo,51qUDJb5AtQX6jIL4VJx6M
Sinéad O’Connor,4sD9znwiVFx9cgRPZ42aQ1
Polo G,6AgTAQt8XS6jRWi4sX7w49
Kings of Convenience,41AbNVba2ccpmcc9QtOJE7
Migos,6oMuImdp5ZcFhWP0ESe6mG
Keith Rowe,2i2gEyxO7upFEzczTJOUao
Islands,5VPtDTD7IRhJ4N322GNFJj
Speed Dealer Moms,1Bfo5ITHdFE4nof1NqUXRV
Slayyyter,4QM5QCHicznALtX885CnZC
Elissa Mielke,0pu3ESGhCGupolNCwxDCOw
The Narcotix,3wC6DE9C6U4WxgstG9ofI2
A. R. Rahman,1mYsTxnqsietFxj1OgoGbG
“Blue” Gene Tyranny,46iG2LQSecSEFH5L9qhvSY
Alessandro Cortini,6cGVZq9WhCCRkTnn4cJYOg
Hildegard,2xt1t3lfZ5FGaEKrs0jp0d
Anthony Joseph,622cbugSJevUkEanSBCab9
Ka$hdami,4YEl33ar2WlUSF94Yh9CCf
Picnic,4kjzsgkxKjw8ti9xlElYff
Jaubi,3nb0xF02MfjP2lM9zVNgnp
Iglew,7losew6I5eFiELv8kHRk1x
Anaal Nathrakh,7vrrJ5YlL3I8XUrh1ktGJV
Dark0,1Jehpab4kMvjrpsHcBtYHR
Issy Wood,3nyoodEXBH2JZUcZuT4KhU
Jimmy Eat World,3Ayl7mCk0nScecqOzvNp6s
Liz Phair,2LXeJdQVcFkhkWydphLI74
Body Meπa,1PudW8bwZ5VUGzwDfy9Z02
Rostam,04XggbrM51GcFPTxBYtRXT
Portal,1WiZz4d759EPtACSUBEfmt
81355,4g5vYp4uruzSxqo2b1G9Oo
Squarepusher,4mtHSXwIHihO6MWNq5Qoko
Bachelor,7gaQpWSoE8KlD4OzW6Bc1f
Biig Piig,4GoD5FJCgC0lbzde7ly44M
Knowledge the Pirate,4Ci4iocESnJs9M0L5KpcGc
Kele,1U0sIzpRtDkvu1hXXzxh60
Lucas Santtana,67muZL7DIwZwLnH9BFfI5Z
3MB feat. Magic Juan Atkins,44JEJiBvti7NiEhAfzWstv
DMX,1HwM5zlC5qNWhJtM00yXzG
Young M.A,7LvoDJUNGnOrPdGRzVtOJ9
Sunny Jain,0suWEroaXyqEB8JgDnccZU
Not Waving,6mkqjpZbG63Y1MJQcItRmC
P!nk,1KCSPY1glIKqW2TotWuXOR
Gruff Rhys,0dLSQG3IV62UNVhWUe6mx6
Sara Bug,1Df80ACVZAkP9exXdl1Y9F
Holly Macve,2E51tnARTxTvmYznDHfE5V
Lydia Ainsworth,7niNF3K2RlyrucFH7iZjWk
Sons of Kemet,3pvRbmrqOyFxB2Eext4Dki
Reigning Sound,1YRBRIN8d5Xa6vU1OKUc4t
Murcof,0liG9qD19eWrt5Ur4cnsYd
Bruiser Brigade,0UW4rtop7wKUoBbkRwNDgg
Fatima Al Qadiri,1pfunEyqsC4oKSBY9gr8lN
Lil Poppa,2hq1yEIcPd7KMLmU6h77Cg
LSDXOXO,2M2blWl1LBN2UoxlJdaug2
Beneath,1R332FeLtDfWFn9jB8Ii5b
Giant Claw,0sqfDFd4rYzLfEKpIvJTUc
Fugees,2WKdxPFRD7IqZvlIAvhMgY
DJ Sprinkles,6gIziDS7BnUum54F30BcHN
ALLBLACK,1cutd8e41XvxXnFPOFIxMD
Kohsuke Mine,0wTMIuAhb3RlvY8bkt1yNt
Doss,7bQLFALIEawxhkyFiiLVhM
Morray,44vREmJC0OlVZjZaGLqVEd
Jack Ingram,7HNEfHmDlFofG6YnMt8G7N
Tony Allen,6JpZEemWmunccsrHXFUOgi
Fiver,5t28BP42x2axFnqOOMg3CM
The Flying Burrito Brothers,0rESpKEusFHxhW59MIf7eM
Alex Chilton,7CW5MYWUsyUYiHbiTmVZHe
dodie,21TinSsF5ytwsfdyz5VSVS
Iceage,03hlOXqRyyXO3ectp3eEbU
Snow Ellet,3aXifXPdvHIpAgrdsQIfdf
Van Morrison,44NX2ffIYHr6D4n7RaZF7A
Origami Angel,0cmSXx965Hnm6fP42oW6vY
Cake Pop,7mW7Tv7NvywKKXqafZo0Lc
Itzy,2KC9Qb60EaY0kW4eH68vr3
Flying Lotus,29XOeO6KIWxGthejQqn793
Rochelle Jordan,3MM3uKNdJbvefUael12dl3
Shelley FKA DRAM,5M0lbkGluOPXLeFjApw8r8
Growing,5Ist7J55gBo3Ji59AJfxyA
Matt Sweeney,6IpGCPfdHtfNZwSGihxXSj
Ashley Monroe,37BiX28I6pF104F92U1hDP
Guided by Voices,4oV5EVJ0XFWsJKoOvdRPvl
Paul Jacobs,3Om4E4aDBrVJxiBjAnAhO2
Joan Armatrading,1bdAJUX6JPsnYHbTl5jbk6
Telex,6PzO2zYVuLxLwhZJfnP1Wj
Topaz Jones,76bAuLD5jMIT1YDJ84KB8l
Marianne Faithfull,7mlge4peaoNgzTsY6M32RB
Leon Vynehall,2o7L9DNcmzocYll1o0GGTU
Moneybagg Yo,3tJoFztHeIJkJWMrx0td2f
The Juan MacLean,7gG6LkU3pCSQmCIPR4aSBt
Field Music,77CaCn32H4mOMQA7UElzfF
Vision Video,4svQNinzRKM2BbuPjVXRJF
Sonny Sharrock,6QBN53AVQ0IcbSZrKxqwoB
iLoveMakonnen,3aGFCoR8xGN6DKwvdzeSja
96 Back,1nj9nHPkz1IbxXEpkW1WTz
Sonic Boom,4lBmxg4Z1e9NTDD05a2mhI
Dinosaur Jr.,267VY6GX5LyU5c9M85ECZQ
Rob Frye,3rezhJBSnPwjieobv81LYP
Blair,0sz32bHLBDThEYTiQFTk25
Azu Tiwaline,0HZwEDqo4wYPQIGacES3mB
John FM,0vscEUhV9isTMclPcVz7zr
Kero Kero Bonito,6OqhFYFJDnBBHas02HopPT
Andy Stott,6BuDxEE5rfuYeyhxQsl53K
Caroline Kingsbury,0uE0bzpIfuZ9XVduu0byzg
OMAAR,5X26T1gaahEs3wbVpaMDCP
Bill MacKay,4qI7s7JhtuqJAAzAMrzBBD
Speaker Knockerz,3KuLo66B73btyQpdXlkqFx
Howie Lee,5y2TmxjZITDjLsfUxjlkcD
London Grammar,3Bd1cgCjtCI32PYvDC3ynO
Cannibal Corpse,0yLwGBQiBqhXOvmTfH2A7n
Evan Greer,53nTXspPdZCIMnq5I1PVnK
Jasiah,7502fDxg339jvGV08Jd4R0
Benny Sings,4gHcu2JoaXJ0mV4aNPCd7N
Yoshinori Hayashi,5phJ4rEG8FXMwj9MIH0shu
38Kea,3BVybFxC0U2uT6B3hmm78W
CFCF,73IRHBhotETMmgvRCEyTCS
Lync,2K3xysAFpeFSH3DG0zIErf
Prabh Deep,7suHsCqUEifucqVyWaljgC
Basside,1Oc8whczB0ya9jgVzx6djF
Ecco2k,6hG0VsXXlD10l60TqiIHIX
Ryley Walker,7xwppARWdjgnJSKLhbGzFc
La Femme,5VTWoYYizcOY3uIKnxeCGI
Moontype,1A0MGKQWFrqBVWMuI9984t
Francis of Delirium,0qrCon6GmV92JY5vNALLif
Flock of Dimes,1TTfuOdEtj8lin2zR4OWmP
Eve,58oPVy7oihAEXE0Ott6JOf
Renée Reed,1Zq3ZkZ654wC7BtZ6zoDKE
YBN Nahmir,3gGUMEwIX6XodWsYEvKSal
Chris Corsano,6eozRDXAMzUv0aXz74fE50
Starrah,6DpWtzfwV8fcwP6fXckDVu
The Antlers,5o8Wylae9k23IEJMIiwd8s
The Peacers,6KWcxMWVNVIYbdOQyJtsSy
Xiu Xiu,5JLqvjW3Nyom2OsRUyFsS9
Anna Fox Rochinski,5s3YtbsdiBNXM5i2OMtw51
Alicia Keys,3DiDSECUqqY1AuBP8qtaIa
Joe Strummer,2j0a6SKKTAXaaNWU3pl86d
Hecker,5bl4fSbIcc0ha6mkMa7Sgu
Ben Howard,5schNIzWdI9gJ1QRK8SBnc
Floatie,6HdzzeYLy6K45XHwmu5Xs6
Nonconnah,2TYA3WYKkGnYMV6Z2Lgetz
Eyehategod,3BRjxpDVT56Y2G5dS3xYZS
Tom Holkenborg,5svDnd8joFhbpbA3Ar0CfN
Dialect,22oD5ZYEJPZf9e68jQbQz5
Senyawa,0F0QctWhGzgl1Ih560JzWJ
Mare Cognitum,6hk43KSfwt4aYNH5N4qKcO
Loretta Lynn,1FE0rls8gfQT3laAeRYNgl
Wurld Series,131FjEOfQxI6vnnVMrcywm
Special Request,59xdAObFYuaKO2phzzz07H
Willie Dunn,3jeo0fVqyC3Yw1K5VyxpV6
Anita Baker,46CH1Gp8l8QVly8bpG9JFG
Guapdad 4000,0NcPKaSNIHAM2RfioH9vMT
Chad VanGaalen,597yzFFRvWnxCtDInHwciZ
Maria Arnal i Marcel Bagés,2SPBASZm5Hp7cbeT2qKvFc
Leanne Betasamosake Simpson,6REprvUcVwBr69s8NfEQj4
Valerie June,4QZdOCb3UacKbQ1ybDFAKM
Zara Larsson,1Xylc3o4UrD53lo9CvFvVg
Li Daiguo,2QZQdLtaTdEmEcXT8iReuc
Wau Wau Collectif,0g1mW8qeEDFIktpvuU8ZId
Nick Jonas,4Rxn7Im3LGfyRkY2FlHhWi
Infinite Aziz,50DApFni8RZH3HKbCTgjve
Gang of Four,3AmWjMXXtBJOmNGpUFSOAl
Irena Havlová,6NJGvOVczkbufx3PmDbGEA
Mr. Mitch,2XiGESIh2E2ockoVUG4NGv
