artist,album,score,genre,label,reviewer,year,review_date,length,url,genre_clean,genre_list,genre_cleaned,genre_len,main_genre
Rat Boy,Internationally Unknown,5.5,Rock / Rap,Hellcat / Epitaph,Zoe Camp,2019.0,2019-02-02,600,https://www.pitchfork.com/reviews/albums/rat-boy-internationally-unknown/,Rock / Rap,"['Rock', 'Rap']","['Rock', 'Rap']",2,Rock
Michael O’Shea,Michael O’Shea,8.4,Folk/Country,Allchival,Andy Beta,1982.0,2019-02-02,655,https://www.pitchfork.com/reviews/albums/michael-oshea-michael-oshea/,Folk_Country,['Folk_Country'],['Folk/Country'],1,Folk/Country
Jay Mitta,Tatizo Pesa,7.5,Electronic,Nyege Nyege Tapes,Philip Sherburne,2019.0,2019-02-02,613,https://www.pitchfork.com/reviews/albums/jay-mitta-tatizo-pesa/,Electronic,['Electronic'],['Electronic'],1,Electronic
Pavo Pavo,Mystery Hour,7.2,Rock,Bella Union,Sophie Kemp,2019.0,2019-02-02,635,https://www.pitchfork.com/reviews/albums/pavo-pavo-mystery-hour/,Rock,['Rock'],['Rock'],1,Rock
Sada Baby,Bartier Bounty,8.0,Rap,Asylum,Sheldon Pearce,2019.0,2019-02-01,599,https://www.pitchfork.com/reviews/albums/sada-baby-bartier-bounty/,Rap,['Rap'],['Rap'],1,Rap
Terre Thaemlitz,Comp x Comp,7.0,Electronic,Comatonse,Thea Ballard,2019.0,2019-02-01,925,https://www.pitchfork.com/reviews/albums/terre-thaemlitz-comp-x-comp/,Electronic,['Electronic'],['Electronic'],1,Electronic
Luthorist,Hueco Mundo,7.4,Rap,NUXSENSE,Dean Van Nguyen,2019.0,2019-02-01,558,https://www.pitchfork.com/reviews/albums/luthorist-hueco-mundo/,Rap,['Rap'],['Rap'],1,Rap
Girlpool,What Chaos is Imaginary,7.8,Rock,Anti-,Sasha Geffen,2019.0,2019-02-01,807,https://www.pitchfork.com/reviews/albums/girlpool-what-chaos-is-imaginary/,Rock,['Rock'],['Rock'],1,Rock
Emily King,Scenery,7.7,Pop/R&B,ATO,Maggie Lange,2019.0,2019-02-01,530,https://www.pitchfork.com/reviews/albums/emily-king-scenery/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Westside Boogie,Everything’s for Sale,7.1,Rap,Shady,Trey Alston,2019.0,2019-01-31,570,https://www.pitchfork.com/reviews/albums/boogie-everythings-for-sale/,Rap,['Rap'],['Rap'],1,Rap
Lip Talk,D A Y S,6.1,Pop/R&B,Northern Spy,Mehan Jayasuriya,2019.0,2019-01-31,534,https://www.pitchfork.com/reviews/albums/lip-talk-d-a-y-s/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
FIDLAR,Almost Free,6.5,Rock,Mom+Pop,Evan Rytlewski,2019.0,2019-01-31,572,https://www.pitchfork.com/reviews/albums/fidlar-almost-free/,Rock,['Rock'],['Rock'],1,Rock
Croatian Amor,Isa,7.6,Electronic,Posh Isolation,Jenn Pelly,2019.0,2019-01-31,635,https://www.pitchfork.com/reviews/albums/croatian-amor-isa/,Electronic,['Electronic'],['Electronic'],1,Electronic
William Tyler,Goes West,7.8,Experimental / Folk/Country,Merge,Sam Sodomsky,2019.0,2019-01-30,765,https://www.pitchfork.com/reviews/albums/william-tyler-goes-west/,Experimental / Folk_Country,"['Experimental', 'Folk_Country']","['Experimental', 'Folk/Country']",2,Experimental
Jay Glass Dubs,Epitaph,6.8,Experimental,Bokeh Versions,Whitney  Wei,2019.0,2019-01-30,551,https://www.pitchfork.com/reviews/albums/jay-glass-dubs-epitaph/,Experimental,['Experimental'],['Experimental'],1,Experimental
Ultramarine,Signals Into Space,7.6,Electronic,Les Disques du Crépuscule,Philip Sherburne,2019.0,2019-01-30,735,https://www.pitchfork.com/reviews/albums/ultramarine-signals-into-space/,Electronic,['Electronic'],['Electronic'],1,Electronic
Jonatan Leandoer127,Nectar,6.9,Experimental,Year0001,Evan Rytlewski,2019.0,2019-01-30,539,https://www.pitchfork.com/reviews/albums/jonatan-leandoer127-nectar/,Experimental,['Experimental'],['Experimental'],1,Experimental
Various Artists,All the Young Droogs,7.4,Cherry Red,Cherry Red,Simon Reynolds,2019.0,2019-01-29,1066,https://www.pitchfork.com/reviews/albums/various-artists-all-the-young-droogs/,Cherry Red,['Cherry Red'],['Unknown'],0,Unknown
,,7.4,Electronic,,Andy Beta,,2019-01-29,602,https://www.pitchfork.com/reviews/albums/pavel-milyakov-buttechno-la-maison-de-la-mortminimal-cuts-ep/,Electronic,['Electronic'],['Electronic'],1,Electronic
Juan Wauters,La Onda de Juan Pablo,8.0,Rock,Captured Tracks,Steven Arroyo,2019.0,2019-01-29,773,https://www.pitchfork.com/reviews/albums/juan-wauters-la-onda-de-juan-pablo/,Rock,['Rock'],['Rock'],1,Rock
Sarah Louise,Nighttime Birds and Morning Stars,7.9,Folk/Country,Thrill Jockey,Philip Sherburne,2019.0,2019-01-29,537,https://www.pitchfork.com/reviews/albums/sarah-louise-nighttime-birds-and-morning-stars/,Folk_Country,['Folk_Country'],['Folk/Country'],1,Folk/Country
Sunflower Bean,King of the Dudes EP,6.9,Rock,Mom+Pop,Emma Madden,2019.0,2019-01-28,666,https://www.pitchfork.com/reviews/albums/sunflower-bean-king-of-the-dudes-ep/,Rock,['Rock'],['Rock'],1,Rock
Sneaks,Highway Hypnosis,5.5,Rock,Merge,Sophie Kemp,2019.0,2019-01-28,480,https://www.pitchfork.com/reviews/albums/sneaks-highway-hypnosis/,Rock,['Rock'],['Rock'],1,Rock
Dawn Richard,new breed,7.0,Pop/R&B,2 B Real  / Our Dawn Entertainment,Eric Torres,2019.0,2019-01-28,674,https://www.pitchfork.com/reviews/albums/dawn-richard-new-breed/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
,,7.8,Rock,,Steve Kandell,,2019-01-28,792,https://www.pitchfork.com/reviews/albums/green-river-dry-as-a-bonerehab-doll/,Rock,['Rock'],['Rock'],1,Rock
Robert Ashley,Private Parts,8.8,Experimental,Lovely,Daniel Martin-McCormick,1978.0,2019-01-27,1534,https://www.pitchfork.com/reviews/albums/robert-ashley-private-parts/,Experimental,['Experimental'],['Experimental'],1,Experimental
,,8.6,Rock,,Grayson Haver Currin,,2019-01-26,843,https://www.pitchfork.com/reviews/albums/caspar-brotzmann-the-tribeblack-axis/,Rock,['Rock'],['Rock'],1,Rock
YNW Melly,We All Shine,6.6,Rap,,Sheldon Pearce,2019.0,2019-01-26,731,https://www.pitchfork.com/reviews/albums/ynw-melly-we-all-shine/,Rap,['Rap'],['Rap'],1,Rap
Steve Gunn,The Unseen in Between,7.2,Folk/Country,Matador,Stephen M. Deusner,2019.0,2019-01-25,571,https://www.pitchfork.com/reviews/albums/steve-gunn-the-unseen-in-between/,Folk_Country,['Folk_Country'],['Folk/Country'],1,Folk/Country
Diva Sweetly,In the Living Room,6.9,Rock,Seal Mountain,Ian Cohen,2019.0,2019-01-25,649,https://www.pitchfork.com/reviews/albums/diva-sweetly-in-the-living-room/,Rock,['Rock'],['Rock'],1,Rock
Say Anything,Oliver Appropriate,6.5,Rock,Dine Alone,Arielle Gordon,2019.0,2019-01-25,791,https://www.pitchfork.com/reviews/albums/say-anything-oliver-appropriate/,Rock,['Rock'],['Rock'],1,Rock
Better Oblivion Community Center,Better Oblivion Community Center,7.7,Rock,Dead Oceans,Sam Sodomsky,2019.0,2019-01-25,962,https://www.pitchfork.com/reviews/albums/better-oblivion-community-center-better-oblivion-community-center/,Rock,['Rock'],['Rock'],1,Rock
duendita,direct line to My Creator,8.1,Pop/R&B,The Vanguarde Craft and Creative,Lakin Starling,2018.0,2019-01-24,598,https://www.pitchfork.com/reviews/albums/duendita-direct-line-to-my-creator/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Eric Dolphy,Musical Prophet: The Expanded 1963 New York Studio Sessions,8.3,Jazz,Resonance,Matthew Kassel,2019.0,2019-01-24,1002,https://www.pitchfork.com/reviews/albums/eric-dolphy-musical-prophet-the-expanded-1963-new-york-studio-sessions/,Jazz,['Jazz'],['Jazz'],1,Jazz
Mike Krol,Power Chords,7.8,Rock,Merge,Stuart Berman,2019.0,2019-01-24,511,https://www.pitchfork.com/reviews/albums/mike-krol-power-chords/,Rock,['Rock'],['Rock'],1,Rock
Future,Future Hndrxx Presents: The WIZRD,7.0,Rap,Epic / Freebandz,Jayson Greene,2019.0,2019-01-24,756,https://www.pitchfork.com/reviews/albums/future-future-hndrxx-presents-the-wizrd/,Rap,['Rap'],['Rap'],1,Rap
Toro y Moi,Outer Peace,7.4,Electronic,Carpark,Philip Sherburne,2019.0,2019-01-23,734,https://www.pitchfork.com/reviews/albums/toro-y-moi-outer-peace/,Electronic,['Electronic'],['Electronic'],1,Electronic
Angelo De Augustine,Tomb,7.3,Rock,Asthmatic Kitty,Margaret Farrell,2019.0,2019-01-23,507,https://www.pitchfork.com/reviews/albums/angelo-de-augustine-tomb/,Rock,['Rock'],['Rock'],1,Rock
Julian Lynch,Rat’s Spit,7.5,Rock,Underwater Peoples / Ya Reach,Will Schube,2019.0,2019-01-23,536,https://www.pitchfork.com/reviews/albums/julian-lynch-rats-spit/,Rock,['Rock'],['Rock'],1,Rock
Pedro the Lion,Phoenix,7.6,Rock,Polyvinyl,Grayson Haver Currin,2019.0,2019-01-23,1029,https://www.pitchfork.com/reviews/albums/pedro-the-lion-phoenix/,Rock,['Rock'],['Rock'],1,Rock
Various Artists,The Favourite (Original Motion Picture Soundtrack),7.3,Decca,Decca,Matthew Strauss,2019.0,2019-01-22,650,https://www.pitchfork.com/reviews/albums/various-artists-the-favourite-original-motion-picture-soundtrack/,Decca,['Decca'],['Unknown'],0,Unknown
James Blake,Assume Form,5.8,Pop/R&B,Polydor,Philip Sherburne,2019.0,2019-01-22,1061,https://www.pitchfork.com/reviews/albums/james-blake-assume-form/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Maggie Rogers,Heard It in a Past Life,5.9,Pop/R&B,Capitol,Laura Snapes,2019.0,2019-01-22,988,https://www.pitchfork.com/reviews/albums/maggie-rogers-heard-it-in-a-past-life/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Lost Under Heaven,Love Hates What You Become,6.8,Rock,Mute,Madison Bloom,2019.0,2019-01-22,478,https://www.pitchfork.com/reviews/albums/luh-love-hates-what-you-become/,Rock,['Rock'],['Rock'],1,Rock
Tracy Chapman,Tracy Chapman,9.4,Pop/R&B,Elektra,Ann-Derrick Gaillot,1988.0,2019-01-20,1701,https://www.pitchfork.com/reviews/albums/tracy-chapman-tracy-chapman/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Kate Bush,The Red Shoes,7.0,Pop/R&B,EMI,Ryan Dombal,1993.0,2019-01-19,1202,https://www.pitchfork.com/reviews/albums/kate-bush-the-red-shoes/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Kate Bush,The Kick Inside,8.4,Pop/R&B,EMI,Laura Snapes,1978.0,2019-01-19,1371,https://www.pitchfork.com/reviews/albums/kate-bush-the-kick-inside/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Kate Bush,The Sensual World,9.4,Pop/R&B,EMI,Ben Hewitt,1989.0,2019-01-19,1214,https://www.pitchfork.com/reviews/albums/kate-bush-the-sensual-world/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Kate Bush,The Dreaming,7.7,Pop/R&B,EMI,Daphne Carr,1982.0,2019-01-19,1689,https://www.pitchfork.com/reviews/albums/kate-bush-the-dreaming/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Christoph De Babalon,Hectic Shakes EP,7.8,Electronic,Alter,Ruth Saxelby,2019.0,2019-01-18,577,https://www.pitchfork.com/reviews/albums/christoph-de-babalon-hectic-shakes-ep/,Electronic,['Electronic'],['Electronic'],1,Electronic
Dua Saleh,Nūr EP,7.5,Pop/R&B,AGAINST GIANTS,Paul A. Thompson,2019.0,2019-01-18,624,https://www.pitchfork.com/reviews/albums/dua-saleh-nur-ep/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Buke and Gase,Scholars,7.5,Experimental,Brassland,Dale W Eisinger,2019.0,2019-01-18,642,https://www.pitchfork.com/reviews/albums/buke-and-gase-scholars/,Experimental,['Experimental'],['Experimental'],1,Experimental
Sharon Van Etten,Remind Me Tomorrow,8.4,Rock,‎Jagjaguwar‎,Laura Snapes,2019.0,2019-01-18,787,https://www.pitchfork.com/reviews/albums/sharon-van-etten-remind-me-tomorrow/,Rock,['Rock'],['Rock'],1,Rock
Steve Mason,About the Light,6.8,Rock,Double Six,Stuart Berman,2019.0,2019-01-17,657,https://www.pitchfork.com/reviews/albums/steve-mason-about-the-light/,Rock,['Rock'],['Rock'],1,Rock
Malibu Ken,Malibu Ken,7.7,Rap,Rhymesayers Entertainment,Evan Rytlewski,2019.0,2019-01-17,606,https://www.pitchfork.com/reviews/albums/malibu-ken-malibu-ken/,Rap,['Rap'],['Rap'],1,Rap
Deerhunter,Why Hasn’t Everything Already Disappeared?,8.0,Rock,4AD,Sasha Geffen,2019.0,2019-01-17,661,https://www.pitchfork.com/reviews/albums/deerhunter-why-hasnt-everything-already-disappeared/,Rock,['Rock'],['Rock'],1,Rock
Trent Reznor,Bird Box (Abridged) Original Score,7.1,Rock / Experimental,The Null Corporation,Sean T. Collins,2019.0,2019-01-16,709,https://www.pitchfork.com/reviews/albums/trent-reznor-atticus-ross-bird-box-abridged-original-score/,Rock / Experimental,"['Rock', 'Experimental']","['Rock', 'Experimental']",2,Rock
Kelman Duran,13th Month,7.8,Electronic,Apocalipsis,Andy Beta,2019.0,2019-01-16,815,https://www.pitchfork.com/reviews/albums/kelman-duran-13th-month/,Electronic,['Electronic'],['Electronic'],1,Electronic
T-Rextasy,Prehysteria,5.3,Rock,Boogie Agency,Nina Corcoran,2019.0,2019-01-15,505,https://www.pitchfork.com/reviews/albums/t-rextasy-prehysteria/,Rock,['Rock'],['Rock'],1,Rock
Pom Pom,Untitled II,6.8,Electronic,a-ton,Philip Sherburne,2019.0,2019-01-15,506,https://www.pitchfork.com/reviews/albums/pom-pom-untitled-ii/,Electronic,['Electronic'],['Electronic'],1,Electronic
Nedarb,AMITY,7.3,Rap,Baby Gang,Duncan Cooper,2019.0,2019-01-14,629,https://www.pitchfork.com/reviews/albums/nedarb-amity/,Rap,['Rap'],['Rap'],1,Rap
Kaitlyn Aurelia Smith,Tides: Music for Meditation and Yoga,7.0,Experimental,touchtheplants,Daniel Martin-McCormick,2019.0,2019-01-14,595,https://www.pitchfork.com/reviews/albums/kaitlyn-aurelia-smith-tides-music-for-meditation-and-yoga/,Experimental,['Experimental'],['Experimental'],1,Experimental
Talk Talk,Spirit of Eden,10.0,Rock,Parlophone,Jeremy D. Larson,1988.0,2019-01-13,2071,https://www.pitchfork.com/reviews/albums/talk-talk-spirit-of-eden/,Rock,['Rock'],['Rock'],1,Rock
Lara Sarkissian,DISRUPTION EP,7.3,Electronic,Club Chai,Megan Buerger,2019.0,2019-01-12,643,https://www.pitchfork.com/reviews/albums/lara-sarkissian-disruption-ep/,Electronic,['Electronic'],['Electronic'],1,Electronic
Saint Mela,first bloom,6.9,Pop/R&B,self-released,Vrinda Jagota,2018.0,2019-01-12,472,https://www.pitchfork.com/reviews/albums/saint-mela-first-bloom/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
David Byrne,“…The Best Live Show of All Time” — NME EP,5.5,Rock,Nonesuch,Andy Beta,2018.0,2019-01-11,498,https://www.pitchfork.com/reviews/albums/david-byrne-the-best-live-show-of-all-time-nme-ep/,Rock,['Rock'],['Rock'],1,Rock
DJ Healer,Lost Lovesongs / Lostsongs Vol. 2,6.2,Electronic,Planet Uterus,Chal Ravens,2019.0,2019-01-11,1005,https://www.pitchfork.com/reviews/albums/dj-healer-lost-lovesongs-lostsongs-vol-2/,Electronic,['Electronic'],['Electronic'],1,Electronic
Chandra,Transportation EPs,7.8,Rock,Telephone Explosion,Andy Beta,2018.0,2019-01-10,584,https://www.pitchfork.com/reviews/albums/chandra-transportation-eps/,Rock,['Rock'],['Rock'],1,Rock
Jorge Velez,Roman Birds,7.9,Electronic,self-released,Philip Sherburne,2019.0,2019-01-10,555,https://www.pitchfork.com/reviews/albums/jorge-velez-roman-birds/,Electronic,['Electronic'],['Electronic'],1,Electronic
Silent Servant,Shadows of Death and Desire,7.8,Electronic,Hospital Productions,Harley Brown,2018.0,2019-01-09,691,https://www.pitchfork.com/reviews/albums/silent-servant-shadows-of-death-and-desire/,Electronic,['Electronic'],['Electronic'],1,Electronic
The Chainsmokers,Sick Boy,3.1,Electronic,Disruptor / Columbia,Larry Fitzmaurice,2018.0,2019-01-09,822,https://www.pitchfork.com/reviews/albums/the-chainsmokers-sick-boy/,Electronic,['Electronic'],['Electronic'],1,Electronic
A Boogie Wit Da Hoodie,Hoodie SZN,6.8,Rap,Highbridge The Label / Atlantic,Alphonse Pierre,2018.0,2019-01-08,675,https://www.pitchfork.com/reviews/albums/a-boogie-wit-da-hoodie-hoodie-szn/,Rap,['Rap'],['Rap'],1,Rap
Çaykh,V I S C 0 9,7.3,Experimental,V I S,Tom Hawking,2018.0,2019-01-08,598,https://www.pitchfork.com/reviews/albums/caykh-v-i-s-c-0-9/,Experimental,['Experimental'],['Experimental'],1,Experimental
Doug Paisley,Starter Home,7.7,Folk/Country,No Quarter,Amanda Wicks,2018.0,2019-01-07,524,https://www.pitchfork.com/reviews/albums/doug-paisley-starter-home/,Folk_Country,['Folk_Country'],['Folk/Country'],1,Folk/Country
The-Dream,"Ménage à Trois: Sextape Vol. 1, 2, 3",7.4,Pop/R&B,Radiokilla,Sheldon Pearce,2018.0,2019-01-07,897,https://www.pitchfork.com/reviews/albums/the-dream-menage-a-trois-sextape-vol-1-2-3/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Buzzcocks,Singles Going Steady,9.4,Rock,IRS,Jason Heller,1979.0,2019-01-06,1886,https://www.pitchfork.com/reviews/albums/buzzcocks-singles-going-steady/,Rock,['Rock'],['Rock'],1,Rock
J. Mamana,Nothing New in the West,7.4,Rock,self-released,Jayson Greene,2018.0,2019-01-05,589,https://www.pitchfork.com/reviews/albums/j-mamana-nothing-new-in-the-west/,Rock,['Rock'],['Rock'],1,Rock
Various Artists,Happy New Year! We Wish You Happiness!,7.2,трип,трип,Ben Cardew,2019.0,2019-01-05,524,https://www.pitchfork.com/reviews/albums/various-artists-happy-new-year-we-wish-you-happiness/,трип,['трип'],['Unknown'],0,Unknown
MIKE,War in My Pen,7.6,Rap,10k,Jayson Greene,2018.0,2019-01-04,702,https://www.pitchfork.com/reviews/albums/mike-war-in-my-pen/,Rap,['Rap'],['Rap'],1,Rap
Hammock,Universalis,6.2,Electronic,Hammock,Brian Howe,2018.0,2019-01-04,515,https://www.pitchfork.com/reviews/albums/hammock-universalis/,Electronic,['Electronic'],['Electronic'],1,Electronic
Charlotte Gainsbourg,Take 2 EP,7.4,Pop/R&B,Because Music,Ben Cardew,2018.0,2019-01-03,529,https://www.pitchfork.com/reviews/albums/charlotte-gainsbourg-take-2-ep/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Bad Bunny,X 100pre,8.2,Rap / Pop/R&B,Rimas,Matthew Ismael Ruiz,2018.0,2019-01-03,781,https://www.pitchfork.com/reviews/albums/bad-bunny-x-100pre/,Rap / Pop_R&B,"['Rap', 'Pop_R&B']","['Rap', 'Pop/R&B']",2,Rap
Magic Dirt,Signs of Satanic Youth,7.2,Rock,Emergency / Remote Control,Stuart Berman,2018.0,2019-01-02,587,https://www.pitchfork.com/reviews/albums/magic-dirt-signs-of-satanic-youth/,Rock,['Rock'],['Rock'],1,Rock
21 Savage,I Am > I Was,7.8,Rap,Slaughter Gang / Epic,Paul A. Thompson,2018.0,2019-01-02,870,https://www.pitchfork.com/reviews/albums/21-savage-i-am-i-was/,Rap,['Rap'],['Rap'],1,Rap
,,8.3,Rock,,Ian Cohen,,2018-12-29,2168,https://www.pitchfork.com/reviews/albums/algernon-cadwallader-some-kind-of-cadwallader/,Rock,['Rock'],['Rock'],1,Rock
Various Artists,A Day In The Life: Impressions Of Pepper,7.8,Verve,Verve,Grayson Haver Currin,2018.0,2018-12-28,862,https://www.pitchfork.com/reviews/albums/various-artists-a-day-in-the-life-impressions-of-pepper/,Verve,['Verve'],['Unknown'],0,Unknown
XXX,Language,7.3,Rap,BANA,Michelle Hyun Kim,2018.0,2018-12-27,736,https://www.pitchfork.com/reviews/albums/xxx-language/,Rap,['Rap'],['Rap'],1,Rap
Foxwarren,Foxwarren,7.3,Rock,Anti-,Margaret Farrell,2018.0,2018-12-26,490,https://www.pitchfork.com/reviews/albums/foxwarren-foxwarren/,Rock,['Rock'],['Rock'],1,Rock
Power Trip,Opening Fire: 2008-2014,7.7,Metal,Dark Operative,Andy O'Connor,2018.0,2018-12-22,593,https://www.pitchfork.com/reviews/albums/power-trip-opening-fire-2008-2014/,Metal,['Metal'],['Metal'],1,Metal
Scott Walker,Vox Lux OST,4.5,Rock / Pop/R&B,Columbia / Three Six Zero,Larry Fitzmaurice,2018.0,2018-12-21,700,https://www.pitchfork.com/reviews/albums/scott-walker-sia-vox-lux-ost/,Rock / Pop_R&B,"['Rock', 'Pop_R&B']","['Rock', 'Pop/R&B']",2,Rock
The Funs,Alienated,7.2,Rock,Sister Polygon,Steven Arroyo,2018.0,2018-12-21,472,https://www.pitchfork.com/reviews/albums/the-funs-alienated/,Rock,['Rock'],['Rock'],1,Rock
Booker Stardrum,Temporary etc.,7.7,Experimental,NNA Tapes,Philip Sherburne,2018.0,2018-12-20,534,https://www.pitchfork.com/reviews/albums/booker-stardrum-temporary-etc/,Experimental,['Experimental'],['Experimental'],1,Experimental
Twist,Distancing,7.2,Rock,Buzz,Calum Marsh,2018.0,2018-12-20,489,https://www.pitchfork.com/reviews/albums/twist-distancing/,Rock,['Rock'],['Rock'],1,Rock
Scott Hirsch,Lost Time Behind the Moon,7.5,Electronic,Scissor Tail,Stephen M. Deusner,2018.0,2018-12-19,599,https://www.pitchfork.com/reviews/albums/scott-hirsch-lost-time-behind-the-moon/,Electronic,['Electronic'],['Electronic'],1,Electronic
,,7.4,Electronic,,Philip Sherburne,,2018-12-19,786,https://www.pitchfork.com/reviews/albums/the-7th-plain-chronicles-ii-chronicles-iii/,Electronic,['Electronic'],['Electronic'],1,Electronic
Penelope Trappes,Penelope Two,7.5,Experimental,Houndstooth,Philip Sherburne,2018.0,2018-12-18,612,https://www.pitchfork.com/reviews/albums/penelope-trappes-penelope-two/,Experimental,['Experimental'],['Experimental'],1,Experimental
Zayn,Icarus Falls,6.4,Pop/R&B,RCA,Maura Johnston,2018.0,2018-12-18,667,https://www.pitchfork.com/reviews/albums/zayn-icarus-falls/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Big Joanie,Sistahs,7.6,Rock,Daydream Library Series,Jenn Pelly,2018.0,2018-12-17,599,https://www.pitchfork.com/reviews/albums/big-joanie-sistahs/,Rock,['Rock'],['Rock'],1,Rock
Yhung T.O.,Trust Issues,7.4,Rap,SOB X RBE / Rule #1 / Interscope,Dean Van Nguyen,2018.0,2018-12-17,560,https://www.pitchfork.com/reviews/albums/yhung-to-trust-issues/,Rap,['Rap'],['Rap'],1,Rap
Avril Lavigne,Let Go,6.6,Rock,Arista,Jamieson Cox,2002.0,2018-12-16,2205,https://www.pitchfork.com/reviews/albums/avril-lavigne-let-go/,Rock,['Rock'],['Rock'],1,Rock
Ski Mask the Slump God,Stokeley,7.2,Rap,Victor Victor Worldwide / Republic,Trey Alston,2018.0,2018-12-15,589,https://www.pitchfork.com/reviews/albums/ski-mask-the-slump-god-stokeley/,Rap,['Rap'],['Rap'],1,Rap
Jeff Goldblum,The Capitol Studio Sessions,6.3,Jazz,Decca,Zach Schonfeld,2018.0,2018-12-15,673,https://www.pitchfork.com/reviews/albums/jeff-goldblum-and-the-mildred-snitzer-orch-the-capitol-studio-sessions/,Jazz,['Jazz'],['Jazz'],1,Jazz
Bruce Springsteen,Springsteen on Broadway,8.0,Rock,Columbia,Caryn Rose,2018.0,2018-12-14,786,https://www.pitchfork.com/reviews/albums/bruce-springsteen-springsteen-on-broadway/,Rock,['Rock'],['Rock'],1,Rock
XXXTentacion,Skins,3.0,Rap,Bad Vibes Forever / EMPIRE,Sheldon Pearce,2018.0,2018-12-14,992,https://www.pitchfork.com/reviews/albums/xxxtentacion-skins/,Rap,['Rap'],['Rap'],1,Rap
