artist,album,score,genre,label,reviewer,year,review_date,length,url,genre_clean,genre_list,genre_cleaned,genre_len,main_genre
Hurray for the Riff Raff,Life on Earth,8.3,Rock,Nonesuch,Jenn Pelly,2022.0,2022-02-18,1380,https://www.pitchfork.com/reviews/albums/hurray-for-the-riff-raff-life-on-earth/,Rock,['Rock'],['Rock'],1,Rock
Pike vs the Automaton,Pike vs the Automaton,6.8,Metal,MNRK Heavy,Brad Sanders,2022.0,2022-02-17,620,https://www.pitchfork.com/reviews/albums/pike-vs-the-automaton-pike-vs-the-automaton/,Metal,['Metal'],['Metal'],1,Metal
Yusuf / Cat Stevens,Harold and Maude (Original Motion Picture Soundtrack),8.4,Rock,A&M / Cat-O-Log / UMe,Mark Richardson,2022.0,2022-02-17,1176,https://www.pitchfork.com/reviews/albums/yusuf-cat-stevens-harold-and-maude-original-motion-picture-soundtrack/,Rock,['Rock'],['Rock'],1,Rock
The Detroit Escalator Company,Soundtrack [313],7.8,Electronic,Musique Pour La Danse,Ben Cardew,2022.0,2022-02-17,602,https://www.pitchfork.com/reviews/albums/the-detroit-escalator-company-soundtrack-313/,Electronic,['Electronic'],['Electronic'],1,Electronic
Beach House,Once Twice Melody,7.8,Rock,Sub Pop,Philip Sherburne,2022.0,2022-02-17,1490,https://www.pitchfork.com/reviews/albums/beach-house-once-twice-melody/,Rock,['Rock'],['Rock'],1,Rock
Cousin Stizz,Just for You,7.0,Rap,self-released,Dylan Green,2022.0,2022-02-16,599,https://www.pitchfork.com/reviews/albums/cousin-stizz-just-for-you/,Rap,['Rap'],['Rap'],1,Rap
Mary J. Blige,Good Morning Gorgeous,6.5,Pop/R&B,300 Entertainment,Eric Torres,2022.0,2022-02-16,552,https://www.pitchfork.com/reviews/albums/mary-j-blige-good-morning-gorgeous/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Jazmine Sullivan,"Heaux Tales, Mo’ Tales: The Deluxe",8.4,Pop/R&B,RCA,Anna Gaca,2022.0,2022-02-16,995,https://www.pitchfork.com/reviews/albums/jazmine-sullivan-heaux-tales-mo-tales-the-deluxe/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Author & Punisher,Krüller,7.4,Metal,Relapse,Brian Howe,2022.0,2022-02-16,692,https://www.pitchfork.com/reviews/albums/author-and-punisher-kruller/,Metal,['Metal'],['Metal'],1,Metal
Hikaru Utada,BADモード,8.0,Electronic / Pop/R&B,Sony,Joshua Minsoo Kim,2022.0,2022-02-15,1017,https://www.pitchfork.com/reviews/albums/hikaru-utada-bad/,Electronic / Pop_R&B,"['Electronic', 'Pop_R&B']","['Electronic', 'Pop/R&B']",2,Electronic
Raveena,Asha’s Awakening,7.5,Pop/R&B,Warner,Eric Torres,2022.0,2022-02-15,516,https://www.pitchfork.com/reviews/albums/raveena-ashas-awakening/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
yeule,Glitch Princess,8.3,Pop/R&B,Bayonet,Colin Lodewick,2022.0,2022-02-15,1136,https://www.pitchfork.com/reviews/albums/yeule-glitch-princess/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Shamir,Heterosexuality,6.5,Pop/R&B,AntiFragile Music,Peyton Thomas,2022.0,2022-02-15,723,https://www.pitchfork.com/reviews/albums/shamir-heterosexuality/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Erin Rae,Lighten Up,7.3,Folk/Country,Thirty Tigers / Good Memory,Natalie Weiner,2022.0,2022-02-14,678,https://www.pitchfork.com/reviews/albums/erin-rae-lighten-up/,Folk_Country,['Folk_Country'],['Folk/Country'],1,Folk/Country
Empath,Visitor,6.6,Rock,Fat Possum,Zhenzhen Yu,2022.0,2022-02-14,521,https://www.pitchfork.com/reviews/albums/empath-visitor/,Rock,['Rock'],['Rock'],1,Rock
Eiko Ishibashi,Drive My Car - Original Soundtrack,8.0,Pop/R&B,Newhere / Space Shower,Quinn Moreland,2022.0,2022-02-14,749,https://www.pitchfork.com/reviews/albums/eiko-ishibashi-drive-my-car-original-soundtrack/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Bastille,Give Me the Future,4.7,Republic,Republic,Andy Cush,2022.0,2022-02-14,1056,https://www.pitchfork.com/reviews/albums/bastille-give-me-the-future/,Republic,['Republic'],['Unknown'],0,Unknown
Death,Symbolic,9.1,Metal,Roadrunner,Sam Sodomsky,1995.0,2022-02-13,2188,https://www.pitchfork.com/reviews/albums/death-symbolic/,Metal,['Metal'],['Metal'],1,Metal
Spoon,Lucifer on the Sofa,7.4,Rock,Matador,Alfred Soto,2022.0,2022-02-12,680,https://www.pitchfork.com/reviews/albums/spoon-lucifer-on-the-sofa/,Rock,['Rock'],['Rock'],1,Rock
Boris,W,7.8,Rock,Sacred Bones,Brian Coney,2022.0,2022-02-11,602,https://www.pitchfork.com/reviews/albums/boris-w/,Rock,['Rock'],['Rock'],1,Rock
Bad Boy Chiller Crew,Disrespectful,8.0,Rap,Relentless,Drew Millard,2022.0,2022-02-11,1395,https://www.pitchfork.com/reviews/albums/bad-boy-chiller-crew-disrespectful/,Rap,['Rap'],['Rap'],1,Rap
Eddie Vedder,Earthling,6.7,Rock,Republic / Seattle Surf,Alfred Soto,2022.0,2022-02-11,567,https://www.pitchfork.com/reviews/albums/eddie-vedder-earthling/,Rock,['Rock'],['Rock'],1,Rock
claire rousay,never stop texting me,6.7,Experimental / Electronic,Orange Milk,Cat Zhang,2022.0,2022-02-11,647,https://www.pitchfork.com/reviews/albums/claire-rousay-more-eaze-never-stop-texting-me/,Experimental / Electronic,"['Experimental', 'Electronic']","['Experimental', 'Electronic']",2,Experimental
The Jazz Butcher,The Highest in the Land,7.5,Rock,Tapete,Brian Howe,2022.0,2022-02-10,1228,https://www.pitchfork.com/reviews/albums/the-jazz-butcher-the-highest-in-the-land/,Rock,['Rock'],['Rock'],1,Rock
Combo Chimbita,IRÉ,7.3,Rock,Anti-,Adlan Jackson,2022.0,2022-02-10,460,https://www.pitchfork.com/reviews/albums/combo-chimbita-ire/,Rock,['Rock'],['Rock'],1,Rock
Big Thief,Dragon New Warm Mountain I Believe in You,9.0,Rock,4AD,Andy Cush,2022.0,2022-02-10,1488,https://www.pitchfork.com/reviews/albums/big-thief-dragon-new-warm-mountain-i-believe-in-you/,Rock,['Rock'],['Rock'],1,Rock
Teno Afrika,Where You Are,7.1,Electronic,Awesome Tapes From Africa,Will Pritchard,2022.0,2022-02-10,472,https://www.pitchfork.com/reviews/albums/teno-afrika-where-you-are/,Electronic,['Electronic'],['Electronic'],1,Electronic
Adekunle Gold,Catch Me If You Can,6.8,Pop/R&B,Afro Urban,Jessica Kariisa,2022.0,2022-02-09,515,https://www.pitchfork.com/reviews/albums/adekunle-gold-catch-me-if-you-can/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Iannis Xenakis,Electroacoustic Works,9.2,Experimental,Karlrecords,Joshua Minsoo Kim,2022.0,2022-02-09,1676,https://www.pitchfork.com/reviews/albums/iannis-xenakis-electroacoustic-works/,Experimental,['Experimental'],['Experimental'],1,Experimental
Biosphere,Shortwave Memories,7.7,Experimental,Biophon,Daniel Bromfield,2022.0,2022-02-09,594,https://www.pitchfork.com/reviews/albums/biosphere-shortwave-memories/,Experimental,['Experimental'],['Experimental'],1,Experimental
Yung Kayo,DFTK,8.2,Rap,Young Stoner Life,Paul A. Thompson,2022.0,2022-02-09,751,https://www.pitchfork.com/reviews/albums/yung-kayo-down-for-the-kount/,Rap,['Rap'],['Rap'],1,Rap
Ivy Sole,Candid,7.5,Rap,Les Fleurs,Pete Tosiello,2022.0,2022-02-08,458,https://www.pitchfork.com/reviews/albums/ivy-sole-candid/,Rap,['Rap'],['Rap'],1,Rap
Various Artists,C91,7.2,Cherry Red,Cherry Red,Ben Cardew,2022.0,2022-02-08,900,https://www.pitchfork.com/reviews/albums/various-artists-c91/,Cherry Red,['Cherry Red'],['Unknown'],0,Unknown
"Black Country, New Road",Ants From Up There,8.4,Experimental / Rock,Ninja Tune,Ian Cohen,2022.0,2022-02-08,1387,https://www.pitchfork.com/reviews/albums/black-country-new-road-ants-from-up-there/,Experimental / Rock,"['Experimental', 'Rock']","['Experimental', 'Rock']",2,Experimental
Junglepussy,JP5000,8.0,Rap,self-released,Dylan Green,2022.0,2022-02-08,749,https://www.pitchfork.com/reviews/albums/junglepussy-jp5000/,Rap,['Rap'],['Rap'],1,Rap
Cate Le Bon,Pompeii,8.5,Rock,Mexican Summer,Jenn Pelly,2022.0,2022-02-07,1115,https://www.pitchfork.com/reviews/albums/cate-le-bon-pompeii/,Rock,['Rock'],['Rock'],1,Rock
Raum,Daughter,7.4,Yellow Electric,Yellow Electric,Philip Sherburne,2022.0,2022-02-07,773,https://www.pitchfork.com/reviews/albums/raum-daughter/,Yellow Electric,['Yellow Electric'],['Unknown'],0,Unknown
Saba,Few Good Things,7.5,Rap,The Orchard,Jayson Greene,2022.0,2022-02-07,647,https://www.pitchfork.com/reviews/albums/saba-few-good-things/,Rap,['Rap'],['Rap'],1,Rap
Los Bitchos,Let The Festivities Begin!,5.9,Rock,City Slang,Linnie Greene,2022.0,2022-02-07,481,https://www.pitchfork.com/reviews/albums/los-bitchos-let-the-festivities-begin/,Rock,['Rock'],['Rock'],1,Rock
The Birthday Party,Junkyard,8.7,Rock,4AD,Zachary Lipez,1982.0,2022-02-06,2984,https://www.pitchfork.com/reviews/albums/the-birthday-party-junkyard/,Rock,['Rock'],['Rock'],1,Rock
Ornette Coleman,Round Trip: Ornette Coleman on Blue Note,7.8,Jazz,Blue Note,Stephen Thomas Erlewine,2022.0,2022-02-05,976,https://www.pitchfork.com/reviews/albums/ornette-coleman-round-trip-ornette-coleman-on-blue-note/,Jazz,['Jazz'],['Jazz'],1,Jazz
Squirrel Flower,Planet EP,6.8,Rock,Polyvinyl,Quinn Moreland,2022.0,2022-02-04,522,https://www.pitchfork.com/reviews/albums/squirrel-flower-planet-ep/,Rock,['Rock'],['Rock'],1,Rock
2 Chainz,Dope Don’t Sell Itself,6.4,Rap,Def Jam,Jackson Howard,2022.0,2022-02-04,680,https://www.pitchfork.com/reviews/albums/2-chainz-dope-dont-sell-itself/,Rap,['Rap'],['Rap'],1,Rap
Cloakroom,Dissolution Wave,7.5,Rock,Relapse,Patrick Lyons,2022.0,2022-02-04,660,https://www.pitchfork.com/reviews/albums/cloakroom-dissolution-wave/,Rock,['Rock'],['Rock'],1,Rock
Animal Collective,Time Skiffs,8.4,Experimental,Domino,Stuart Berman,2022.0,2022-02-04,1120,https://www.pitchfork.com/reviews/albums/animal-collective-time-skiffs/,Experimental,['Experimental'],['Experimental'],1,Experimental
Eiko Ishibashi,For McCoy,7.8,Pop/R&B,Black Truffle,Shy Clara Thompson,2022.0,2022-02-03,801,https://www.pitchfork.com/reviews/albums/eiko-ishibashi-for-mccoy/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
A.R. Wilson,Old Gold,6.5,Electronic / Folk/Country,Impatience,Sam Goldner,2022.0,2022-02-03,571,https://www.pitchfork.com/reviews/albums/ar-wilson-old-gold/,Electronic / Folk_Country,"['Electronic', 'Folk_Country']","['Electronic', 'Folk/Country']",2,Electronic
Pinegrove,11:11,7.1,Rock,Rough Trade,Peyton Thomas,2022.0,2022-02-03,682,https://www.pitchfork.com/reviews/albums/pinegrove-1111/,Rock,['Rock'],['Rock'],1,Rock
Steve Gunn,Nakama,7.2,Folk/Country,Matador,Brian Howe,2022.0,2022-02-03,824,https://www.pitchfork.com/reviews/albums/steve-gunn-nakama/,Folk_Country,['Folk_Country'],['Folk/Country'],1,Folk/Country
Anxious,Little Green House,7.4,Rock,Run for Cover,Ian Cohen,2022.0,2022-02-02,897,https://www.pitchfork.com/reviews/albums/anxious-little-green-house/,Rock,['Rock'],['Rock'],1,Rock
MØ,Motordrome,6.2,Pop/R&B,Columbia,Eric Torres,2022.0,2022-02-02,412,https://www.pitchfork.com/reviews/albums/mo-motordrome/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Mitski,Laurel Hell,7.8,Rock,Dead Oceans,Cat Zhang,2022.0,2022-02-02,1349,https://www.pitchfork.com/reviews/albums/mitski-laurel-hell/,Rock,['Rock'],['Rock'],1,Rock
YoungBoy Never Broke Again,Colors,6.6,Rap,"Never Broke Again, LLC / Atlantic",Paul A. Thompson,2022.0,2022-02-02,623,https://www.pitchfork.com/reviews/albums/youngboy-never-broke-again-colors/,Rap,['Rap'],['Rap'],1,Rap
Various Artists,"Summer of Soul (...Or, When The Revolution Could Not Be Televised) Original Motion Picture Soundtrack",8.8,Legacy,Legacy,Stephen M. Deusner,2022.0,2022-02-01,1185,https://www.pitchfork.com/reviews/albums/various-artists-summer-of-soul-or-when-the-revolution-could-not-be-televised-original-motion-picture-soundtrack/,Legacy,['Legacy'],['Unknown'],0,Unknown
waveform*,Last Room,6.5,Rock,Run for Cover,Brady Brickner-Wood,2022.0,2022-02-01,607,https://www.pitchfork.com/reviews/albums/waveform-last-room/,Rock,['Rock'],['Rock'],1,Rock
Damedot,The Umbrella Again,7.0,Rap,Forever Gutta / EMPIRE,Alphonse Pierre,2022.0,2022-02-01,550,https://www.pitchfork.com/reviews/albums/damedot-the-umbrella-again/,Rap,['Rap'],['Rap'],1,Rap
Babyface Ray,FACE,7.1,Rap,Wavy Gang / EMPIRE,Dylan Green,2022.0,2022-02-01,864,https://www.pitchfork.com/reviews/albums/babyface-ray-face/,Rap,['Rap'],['Rap'],1,Rap
Jacques Greene,Fantasy,7.4,Electronic,LuckyMe,Philip Sherburne,2022.0,2022-01-31,696,https://www.pitchfork.com/reviews/albums/jacques-greene-fantasy/,Electronic,['Electronic'],['Electronic'],1,Electronic
Modern Nature,Island of Noise,7.8,Rock / Experimental,Bella Union,Grayson Haver Currin,2022.0,2022-01-31,932,https://www.pitchfork.com/reviews/albums/modern-nature-island-of-noise/,Rock / Experimental,"['Rock', 'Experimental']","['Rock', 'Experimental']",2,Rock
Katie Dey,forever music,7.3,Electronic,,Colin Joyce,2022.0,2022-01-31,582,https://www.pitchfork.com/reviews/albums/katie-dey-forever-music/,Electronic,['Electronic'],['Electronic'],1,Electronic
Little Brother,The Listening,8.5,Rap,ABB,Dylan Green,2003.0,2022-01-30,2476,https://www.pitchfork.com/reviews/albums/little-brother-the-listening/,Rap,['Rap'],['Rap'],1,Rap
PJ Harvey,Let England Shake - Demos,7.6,Rock,UMe / Island,Ben Cardew,2022.0,2022-01-29,777,https://www.pitchfork.com/reviews/albums/pj-harvey-let-england-shake-demos/,Rock,['Rock'],['Rock'],1,Rock
Anaïs Mitchell,Anaïs Mitchell,7.2,Folk/Country / Pop/R&B,BMG,Caitlin Wolper Phillips,2022.0,2022-01-28,572,https://www.pitchfork.com/reviews/albums/anais-mitchell-anais-mitchell/,Folk_Country / Pop_R&B,"['Folk_Country', 'Pop_R&B']","['Folk/Country', 'Pop/R&B']",2,Folk/Country
Ben Bondy,Camo,7.3,Experimental,Good Morning Tapes,Joshua Minsoo Kim,2022.0,2022-01-28,513,https://www.pitchfork.com/reviews/albums/ben-bondy-camo/,Experimental,['Experimental'],['Experimental'],1,Experimental
Palace,Shoals,5.6,Rock,Avenue A / Fiction,Ian Cohen,2022.0,2022-01-28,820,https://www.pitchfork.com/reviews/albums/palace-shoals/,Rock,['Rock'],['Rock'],1,Rock
Amber Mark,Three Dimensions Deep,8.0,Pop/R&B,PMR / Interscope,Eric Torres,2022.0,2022-01-28,761,https://www.pitchfork.com/reviews/albums/amber-mark-three-dimensions-deep/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Iann Dior,on to better things,5.2,Pop/R&B,10K Projects,Dani Blum,2022.0,2022-01-27,750,https://www.pitchfork.com/reviews/albums/iann-dior-on-to-better-things/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Pedro the Lion,Havasu,7.5,Rock,Polyvinyl,Ian Cohen,2022.0,2022-01-27,848,https://www.pitchfork.com/reviews/albums/pedro-the-lion-havasu/,Rock,['Rock'],['Rock'],1,Rock
Shinichi Atobe,Love of Plastic,7.8,Electronic,DDS,Jesse Dorris,2022.0,2022-01-27,830,https://www.pitchfork.com/reviews/albums/shinichi-atobe-love-of-plastic/,Electronic,['Electronic'],['Electronic'],1,Electronic
Rich Brian,Brightside,5.5,Rap,88rising / Warner,Sue Park,2022.0,2022-01-27,469,https://www.pitchfork.com/reviews/albums/rich-brian-brightside/,Rap,['Rap'],['Rap'],1,Rap
Tambino,Sin Miedo EP,7.2,Pop/R&B / Rock,self-released,Max Freedman,2022.0,2022-01-26,522,https://www.pitchfork.com/reviews/albums/tambino-sin-miedo/,Pop_R&B / Rock,"['Pop_R&B', 'Rock']","['Pop/R&B', 'Rock']",2,Pop/R&B
Various Artists,Long Live Young Dolph,7.0,Paper Route Empire,Paper Route Empire,Nadine Smith,2022.0,2022-01-26,836,https://www.pitchfork.com/reviews/albums/various-artists-long-live-young-dolph/,Paper Route Empire,['Paper Route Empire'],['Unknown'],0,Unknown
Tanya Tagaq,Tongues,7.7,Experimental,Six Shooter,Peyton Thomas,2022.0,2022-01-26,793,https://www.pitchfork.com/reviews/albums/tanya-tagaq-tongues/,Experimental,['Experimental'],['Experimental'],1,Experimental
Jim Jones,Gangsta Grillz: We Set the Trends,7.0,Pop/R&B / Rap,EMPIRE,Dean Van Nguyen,2022.0,2022-01-26,816,https://www.pitchfork.com/reviews/albums/jim-jones-gangsta-grillz-we-set-the-trends/,Pop_R&B / Rap,"['Pop_R&B', 'Rap']","['Pop/R&B', 'Rap']",2,Pop/R&B
Soichi Terada,Asakusa Light,7.6,Electronic,,Ray Philp,2022.0,2022-01-25,991,https://www.pitchfork.com/reviews/albums/soichi-terada-asakusa-light/,Electronic,['Electronic'],['Electronic'],1,Electronic
Martha Skye Murphy,Distance on Ground,7.1,Experimental / Electronic,American Dreams,Madison Bloom,2022.0,2022-01-25,681,https://www.pitchfork.com/reviews/albums/martha-skye-murphy-maxwell-sterling-distance-on-ground/,Experimental / Electronic,"['Experimental', 'Electronic']","['Experimental', 'Electronic']",2,Experimental
Boy Harsher,The Runner (Original Soundtrack),6.2,Electronic,Nude Club,Zhenzhen Yu,2022.0,2022-01-25,576,https://www.pitchfork.com/reviews/albums/boy-harsher-the-runner-original-soundtrack/,Electronic,['Electronic'],['Electronic'],1,Electronic
John Mellencamp,Strictly a One-Eyed Jack,6.0,Rock,Republic,Brady Gerber,2022.0,2022-01-25,752,https://www.pitchfork.com/reviews/albums/john-mellencamp-strictly-a-one-eyed-jack/,Rock,['Rock'],['Rock'],1,Rock
DJ Python,"Club Sentimientos, Vol. 2 EP",7.2,Electronic,Incienso,Sam Goldner,2022.0,2022-01-24,517,https://www.pitchfork.com/reviews/albums/dj-python-club-sentimientos-vol-2/,Electronic,['Electronic'],['Electronic'],1,Electronic
Aoife O’Donovan,Age of Apathy,7.3,Folk/Country,Yep Roc,Brad Shoup,2022.0,2022-01-24,667,https://www.pitchfork.com/reviews/albums/aoife-odonovan-age-of-apathy/,Folk_Country,['Folk_Country'],['Folk/Country'],1,Folk/Country
Fucked Up,"Epics in Minutes / Demo 7""",7.3,Rock / Metal,Get Better,Brad Sanders,2022.0,2022-01-24,620,https://www.pitchfork.com/reviews/albums/fucked-up-epics-in-minutes-demo-7/,Rock / Metal,"['Rock', 'Metal']","['Rock', 'Metal']",2,Rock
Third Eye Blind,Third Eye Blind,8.3,Rock,Elektra,Arielle Gordon,1997.0,2022-01-23,2190,https://www.pitchfork.com/reviews/albums/third-eye-blind-third-eye-blind/,Rock,['Rock'],['Rock'],1,Rock
Pan Daijing,Tissues,7.4,Experimental,Pan,Zhenzhen Yu,2022.0,2022-01-22,545,https://www.pitchfork.com/reviews/albums/pan-daijing-tissues/,Experimental,['Experimental'],['Experimental'],1,Experimental
Cordae,From a Bird’s Eye View,5.0,Rap,ART@WAR / Atlantic,Jayson Buford,2022.0,2022-01-21,444,https://www.pitchfork.com/reviews/albums/cordae-from-a-birds-eye-view/,Rap,['Rap'],['Rap'],1,Rap
Jana Horn,Optimism,7.5,Folk/Country,No Quarter,Jayson Greene,2022.0,2022-01-21,574,https://www.pitchfork.com/reviews/albums/jana-horn-optimism/,Folk_Country,['Folk_Country'],['Folk/Country'],1,Folk/Country
Yard Act,The Overload,7.4,Rock,Island,Brady Gerber,2022.0,2022-01-21,851,https://www.pitchfork.com/reviews/albums/yard-act-the-overload/,Rock,['Rock'],['Rock'],1,Rock
Wadada Leo Smith,Pacifica Koral Reef,7.8,Jazz / Global / Rock,577,Daniel Felsenthal,2022.0,2022-01-20,749,https://www.pitchfork.com/reviews/albums/wadada-leo-smith-henry-kaiser-alex-v-pacifica-koral-reef/,Jazz / Global / Rock,"['Jazz', 'Global', 'Rock']","['Jazz', 'Global', 'Rock']",3,Jazz
Panoram,Acrobatic Thoughts,7.6,Electronic,Running Back,Philip Sherburne,2022.0,2022-01-20,777,https://www.pitchfork.com/reviews/albums/panoram-acrobatic-thoughts/,Electronic,['Electronic'],['Electronic'],1,Electronic
Garcia Peoples,Dodging Dues,7.3,Rock,No Quarter,Sadie Sartini Garner,2022.0,2022-01-20,884,https://www.pitchfork.com/reviews/albums/garcia-peoples-dodging-dues/,Rock,['Rock'],['Rock'],1,Rock
Elvis Costello,The Boy Named If,7.5,Rock,Capitol / EMI,Alfred Soto,2022.0,2022-01-19,652,https://www.pitchfork.com/reviews/albums/elvis-costello-the-imposters-the-boy-named-if/,Rock,['Rock'],['Rock'],1,Rock
Grace Cummings,Storm Queen,6.8,Folk/Country,ATO,Emma Madden,2022.0,2022-01-19,493,https://www.pitchfork.com/reviews/albums/grace-cummings-storm-queen/,Folk_Country,['Folk_Country'],['Folk/Country'],1,Folk/Country
Riad Awwad,The Intifada 1987,7.6,Global / Jazz,Majazz Project,Vrinda Jagota,2021.0,2022-01-19,640,https://www.pitchfork.com/reviews/albums/riad-awwad-hanan-awwad-mahmoud-darwi-the-intifada-1987/,Global / Jazz,"['Global', 'Jazz']","['Global', 'Jazz']",2,Global
Bonobo,Fragments,5.4,Electronic / Jazz,Ninja Tune,Sam Goldner,2022.0,2022-01-18,662,https://www.pitchfork.com/reviews/albums/bonobo-fragments/,Electronic / Jazz,"['Electronic', 'Jazz']","['Electronic', 'Jazz']",2,Electronic
Seafoam Walls,XVI,7.5,Jazz / Pop/R&B / Rock,Daydream Library Series,Stuart Berman,2021.0,2022-01-18,642,https://www.pitchfork.com/reviews/albums/seafoam-walls-xvi/,Jazz / Pop_R&B / Rock,"['Jazz', 'Pop_R&B', 'Rock']","['Jazz', 'Pop/R&B', 'Rock']",3,Jazz
Broken Social Scene,Old Dead Young: B-Sides & Rarities,6.8,Rock,Arts & Crafts,Sophie Kemp,2022.0,2022-01-18,552,https://www.pitchfork.com/reviews/albums/broken-social-scene-old-dead-young-b-sides-and-rarities/,Rock,['Rock'],['Rock'],1,Rock
FKA twigs,CAPRISONGS,7.8,Electronic / Pop/R&B,Young,Cat Zhang,2022.0,2022-01-17,946,https://www.pitchfork.com/reviews/albums/fka-twigs-caprisongs/,Electronic / Pop_R&B,"['Electronic', 'Pop_R&B']","['Electronic', 'Pop/R&B']",2,Electronic
Bonnie Raitt,Nick of Time,8.2,Rock,Capitol,Emma Carmichael,1989.0,2022-01-16,2122,https://www.pitchfork.com/reviews/albums/bonnie-raitt-nick-of-time/,Rock,['Rock'],['Rock'],1,Rock
Anna von Hausswolff,Live at Montreux Jazz Festival,7.5,Experimental,Southern Lord,Andy Cush,2022.0,2022-01-15,809,https://www.pitchfork.com/reviews/albums/anna-von-hausswolff-live-at-montreux-jazz-festival/,Experimental,['Experimental'],['Experimental'],1,Experimental
Cat Power,Covers,7.7,Rock,Domino,Philip Sherburne,2022.0,2022-01-14,1118,https://www.pitchfork.com/reviews/albums/cat-power-covers/,Rock,['Rock'],['Rock'],1,Rock
Earl Sweatshirt,Sick!,8.1,Rap,Tan Cressida / Warner,Dylan Green,2022.0,2022-01-14,872,https://www.pitchfork.com/reviews/albums/earl-sweatshirt-sick/,Rap,['Rap'],['Rap'],1,Rap
Warmth,Warmth: Retrospective (2016-2021),7.0,Electronic / Experimental,Archives,Daniel Bromfield,2021.0,2022-01-13,527,https://www.pitchfork.com/reviews/albums/warmth-warmth-retrospective-2016-2021/,Electronic / Experimental,"['Electronic', 'Experimental']","['Electronic', 'Experimental']",2,Electronic
Gunna,DS4Ever,5.0,Rap,Young Stoner Life / 300 Entertainment,Alphonse Pierre,2022.0,2022-01-13,543,https://www.pitchfork.com/reviews/albums/gunna-ds4/,Rap,['Rap'],['Rap'],1,Rap
Pavel Milyakov,Wandering,6.8,Electronic,psy x,Drew Litowitz,2021.0,2022-01-13,636,https://www.pitchfork.com/reviews/albums/pavel-milyakov-yana-pavlova-wandering/,Electronic,['Electronic'],['Electronic'],1,Electronic
Nas,Magic,6.8,Rap,Mass Appeal,Pete Tosiello,2021.0,2022-01-12,806,https://www.pitchfork.com/reviews/albums/nas-hit-boy-magic/,Rap,['Rap'],['Rap'],1,Rap
Worst Party Ever,Dartland,6.8,Rock,No Sleep,Ian Cohen,2021.0,2022-01-12,653,https://www.pitchfork.com/reviews/albums/worst-party-ever-dartland/,Rock,['Rock'],['Rock'],1,Rock
Jasss,A World of Service,6.9,Electronic,Ostgut Ton,Esme Bennett,2021.0,2022-01-12,358,https://www.pitchfork.com/reviews/albums/jasss-a-world-of-service/,Electronic,['Electronic'],['Electronic'],1,Electronic
Tran Uy Duc,Came,7.5,Experimental,self-released,Joshua Minsoo Kim,2021.0,2022-01-11,537,https://www.pitchfork.com/reviews/albums/tran-uy-duc-came/,Experimental,['Experimental'],['Experimental'],1,Experimental
Burial,Antidawn,7.3,Electronic,Hyperdub,Philip Sherburne,2022.0,2022-01-11,1006,https://www.pitchfork.com/reviews/albums/burial-antidawn/,Electronic,['Electronic'],['Electronic'],1,Electronic
claire rousay,sometimes i feel like i have no friends,7.1,Experimental / Electronic,,Madison Bloom,2021.0,2022-01-11,592,https://www.pitchfork.com/reviews/albums/claire-rousay-sometimes-i-feel-like-i-have-no-friends/,Experimental / Electronic,"['Experimental', 'Electronic']","['Experimental', 'Electronic']",2,Experimental
LUCKI,WAKE UP LUCKI,7.5,Rap,EMPIRE,Nadine Smith,2021.0,2022-01-10,901,https://www.pitchfork.com/reviews/albums/lucki-f1lthy-wake-up-lucki/,Rap,['Rap'],['Rap'],1,Rap
The Weeknd,Dawn FM,8.0,Pop/R&B,XO / Republic,Dani Blum,2022.0,2022-01-10,1056,https://www.pitchfork.com/reviews/albums/the-weeknd-dawn-fm/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Caspa,FabricLive.37,7.2,Electronic,Fabric,Will Pritchard,2007.0,2022-01-09,2148,https://www.pitchfork.com/reviews/albums/caspa-rusko-fabriclive37/,Electronic,['Electronic'],['Electronic'],1,Electronic
Neil Young,Carnegie Hall 1970,8.0,Rock,Reprise,Elizabeth Nelson,2021.0,2022-01-08,699,https://www.pitchfork.com/reviews/albums/neil-young-carnegie-hall-1970/,Rock,['Rock'],['Rock'],1,Rock
Angèle,Nonante-Cinq,6.7,Pop/R&B,Angèle VL,Edward Pomykaj,2021.0,2022-01-07,499,https://www.pitchfork.com/reviews/albums/angele-nonante-cinq/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
